"sep=;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;subtitle;featuredItem;headerImage;headerHeight;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@icon;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
bhavisha-patel;Bhavisha Patel;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/730173913154490368/S4DoJkgG_400x400.jpg;world|journalism|journalist;metro-seattle|united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/BhavishaPatel|https://facebook.com/bhavisha?fref=pymk|https://linkedin.com/in/bhavishapatel;1;;;0;;;
tina-patel;Tina Patel;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2350540626/1r4ekt22fh0yp43dytef_400x400.jpeg;world|journalism|journalist;metro-seattle|united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus;http://twitter.com/tina_patel|https://facebook.com/TinaPatelTV/|https://linkedin.com/pub/tina-patel/2/683/91|https://plus.google.com/1262546493383371177/posts;1;;;0;;;
jason-patinkin;Jason Patinkin;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/759816118785740800/ZBv26WPE_400x400.jpg;world|journalism|journalist;africa;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/JasonPatinkin|https://linkedin.com/pub/jason-patinkin/69/311/b7;1;;;0;;;
lizabeth-paulat;Lizabeth Paulat;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/669050481109565440/EIVmz3Jv_400x400.jpg;world|journalism|journalist;africa|uganda;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/LizabethPaulat|https://linkedin.com/in/lizabeth-paulat-ab97578;1;;;0;;;
cyril-payen;Cyril Payen;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1587575021/IMG00369-20111006-1526_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/payenc|https://th.linkedin.com/pub/cyril-payen/96/194/839/en;1;;;0;;;
james-pearson;James Pearson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/672653706475663361/nwOE-rcg_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-instragram;http://twitter.com/pearswick|https://facebook.com/reutersjames/|https://instagram.com/pearswick/;1;;;0;;;
april-peavey;April Peavey;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1371580527/IMG_0008_400x400.JPG;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/apeavey|https://linkedin.com/pub/april-peavey//b48/97;1;;;0;;;
sonia-perez;Sonia Perez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/751603692063772672/wE2hferT_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/lanegrisgt|https://facebook.com/sonia.perezdiaz.5?fref=ts|https://linkedin.com/pub/sonia-p%C3%A9rez-d%C3%ADaz/47/aa6/854;1;;;0;;;
wilmer-perez;Wilmer Perez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-linkedin;https://linkedin.com/in/wilmer-p%C3%A9rez-41612537;1;;;0;;;
cal-perry;Cal Perry;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/728922116985249792/3j_gVbZP_400x400.jpg;world|journalism|journalist;metro-dc|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/calmsnbc|https://linkedin.com/pub/cal-perry/82/58/2b2;1;;;0;;;
nick-perry;Nick Perry;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2098451937/Nick_Perry_photo_400x400.jpg;world|journalism|journalist;new-zealand;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/nickgbperry|https://linkedin.com/pub/nick-perry/15/1ba/562;1;;;0;;;
jane-a-peterson;Jane A. Peterson;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/528753259305893888/-dPn1qiO_400x400.jpeg;world|journalism|journalist;singapore;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/janeapeterson|https://sg.linkedin.com/pub/jane-a-peterson/82/527/172;1;;;0;;;
martin-petty;Martin Petty;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/726380016913649664/lBvqBmQU_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/MartinPetty;1;;;0;;;
sherisse-pham;Sherisse Pham;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/428379225486139393/9K2BpI2a_400x400.jpeg;world|journalism|journalist;metro-dc|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/Sherisse|https://linkedin.com/in/sherisse-pham-949b516;1;;;0;;;
trung-pham;Trung Pham;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
ian-phillips;Ian Phillips;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1671330268/image_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/PhillipsIan|https://facebook.com/ian.phillips.7543|https://linkedin.com/in/ian-phillips-52b3383|https://flickr.com/people/phillipsian;1;;;0;;;
catherine-philp;Catherine Philp;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000408939489/94c630f4681d3d9a155058eeca1e554e_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|;http://twitter.com/scribblercat|http://facebook.com/profile.php?id=651343382;1;;;0;;;
fran?ºois-picard;Fran?ºois Picard;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/730279375959134208/oIhkNTZs_400x400.jpg;world|journalism|journalist;france;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-facebook;http://twitter.com/FrancoisF24|https://facebook.com/francois.picard.57|http://facebook.com/FRANCE24.debate;1;;;0;;;
john-pickering;John Pickering;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-linkedin;https://linkedin.com/in/john-pickering-62a7197b;1;;;0;;;
kate-pickles;Kate Pickles;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/754028629714173956/OQ7M24fb_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/kate_pickles|https://linkedin.com/in/kate-pickles-99b1b95a;1;;;0;;;
sophie-pilgrim;Sophie Pilgrim;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/732054686879109122/tLzJ-nFI_400x400.jpg;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-foursquare;http://twitter.com/sophiepilgrim|https://facebook.com/53223858|http://linkedin.com/in/sophie-pilgrim-1a93343a|https://foursquare.com/user/718675;1;;;0;;;
giampaolo-pioli;Giampaolo Pioli;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
katie-pisa;Katie Pisa;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/486924201786638336/YQyvmDd7_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/katiecpisa|https://uk.linkedin.com/pub/katie-pisa/42/7b5/913;1;;;0;;;
natacha-pisarenko;Natacha Pisarenko;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2306393110/image_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/npisarenko;1;;;0;;;
frederik-pleitgen;Frederik Pleitgen;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/603906635531182080/_aaz3peE_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/fpleitgenCNN;1;;;0;;;
gabriel-plesea;Gabriel Plesea;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
adam-plowright;Adam Plowright;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1465606818/Adam_passport_photo_400x400.JPG;world|journalism|journalist;africa|france;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/ADAMPLOW|https://linkedin.com/in/adam-plowright-1b5863;1;;;0;;;
ines-pohl;Ines Pohl;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/731559040015306752/BHVOrdUB_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/inespohl;1;;;0;;;
laura-poitras;Laura Poitras;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2132254350/NSA_Data_Storage_Center_2_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/laurapoitras;1;;;0;;;
teresa-polanco;Teresa Polanco;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;metro-miami;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
lydia-polgreen;Lydia Polgreen;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/734890613095735296/qBnv5rOn_400x400.jpg;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus;http://twitter.com/lpolgreen|https://facebook.com/lydiafpolgreen|https://linkedin.com/pub/lydia-polgreen/77/28/a42|https://plus.google.com/1163246232168529861;1;;;0;;;
amy-pollock;Amy Pollock;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/194101032/IMG_0772_400x400.JPG;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/amypollock1|https://linkedin.com/pub/amy-pollock/39/756/437;1;;;0;;;
gianna-pontecorboli;Gianna Pontecorboli;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
tom-popyk;Tom Popyk;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/58782672/tpopyk_400x400.jpg;world|journalism|journalist;canada;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/tompopyk;1;;;0;;;
nina-porzucki;Nina Porzucki;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/486196462422724610/Hzr3g74y_400x400.jpeg;world|journalism|journalist;metro-boston|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/porzucki|https://linkedin.com/in/nina-porzucki-3553b7;1;;;0;;;
natalie-powell;Natalie Powell;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/726014146010030080/kupTzUTV_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/NatalieDPowell|https://linkedin.com/in/natalie-powell-81b5127;1;;;0;;;
vivek-prakash;Vivek Prakash;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/384625805/n599226986_1165022_3307_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-foursquare;http://twitter.com/vivpix|https://foursquare.com/user/173122;1;;;0;;;
james-pratt;James Pratt;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/583532648800329729/Fjv-2okP_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/JamesPrattTV|https://uk.linkedin.com/in/jamespratttv;1;;;0;;;
peter-prengaman;Peter Prengaman;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/664802006486396928/9MHFL6aO_400x400.jpg;world|journalism|journalist;brazil;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/peterprengaman|https://facebook.com/peter.prengaman|https://linkedin.com/in/peterprengaman;1;;;0;;;
ellen-proper-2;Ellen Proper;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/774251442286759940/dys6eE1g_400x400.jpg;business-and-finance|world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/EllenProper|https://linkedin.com/in/ellenproper;1;;;0;;;
hyonggwon-pu;Hyonggwon Pu;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
solana-pyne;Solana Pyne;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/578987427462668288/H20I9Zhd_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-google-plus;http://twitter.com/solanapyne|https://linkedin.com/in/solana-pyne-b95813|https://plus.google.com/u//11751398236896299173;1;;;0;;;
sascha-quaiser;Sascha Quaiser;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000434939743/42a62c069307563567701fcf6a285db7_400x400.jpeg;world|journalism|journalist;germany;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/SaschaQuaiser;1;;;0;;;
martha-raddatz;Martha Raddatz;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/532635198668935168/x7bz0p3q_400x400.jpeg;world|journalism|journalist;metro-dc|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/MarthaRaddatz;1;;;0;;;
rahul-radhakrishnan;Rahul Radhakrishnan;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/719968857738330112/z460vYuw_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/RahulRadhakris|http://facebook.com/radhakrishnanrahul|https://linkedin.com/in/rahulradhakrishnan;1;;;0;;;
kirit-radia;Kirit Radia;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/697424565035618304/DBoVW1Qk_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/KiritRadia|https://linkedin.com/in/kirit-radia-3ab8451;1;;;0;;;
rawya-rageh;Rawya Rageh;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/458000814930264064/HvP8KdsO_400x400.jpeg;world|journalism|journalist;africa|egypt|middle-east|nigeria|south-africa;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/RawyaRageh|https://linkedin.com/pub/rawya-rageh//554/4ab;1;;;0;;;
karl-rahder;Karl Rahder;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/1341983/karl-turbanshopcrop-copy-2a.jpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/isoruku|https://linkedin.com/in/karl-rahder-3461376?trk=hp-identity-name;1;;;0;;;
sarah-rainsford;Sarah Rainsford;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/706222093034196992/f1bi4VeU_400x400.jpg;world|journalism|journalist;russia;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/sarahrainsford;1;;;0;;;
annie-rose-ramos;Annie Rose Ramos;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/684730104652562433/gTIbIVdZ_400x400.jpg;world|journalism|journalist;metro-atlanta|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/Annie_Rose23|https://facebook.com/annie.r.ramos.5|https://linkedin.com/pub/annie-rose-ramos/41/849/b76;1;;;0;;;
federico-rampini;FEDERICO RAMPINI;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/694018539632484352/Qj0vsPps_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/FedericoRampini;1;;;0;;;
ellen-ratner;Ellen Ratner;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/479751162590015488/jw8jXzur_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-google-plus|fa-foursquare;http://twitter.com/EllenRatner|https://facebook.com/ellen.ratner.5|https://plus.google.com/u//111361443265844113|https://foursquare.com/user/33754216;1;;;0;;;
claudia-rebaza;Claudia Rebaza;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/539824650503467008/vWMMG6qy_400x400.jpeg;world|journalism|journalist;united-states|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/crebazacnn|https://linkedin.com/pub/claudia-rebaza/3a/391/b83;1;;;0;;;
james-reddick;James Reddick;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/626930431833698304/LjUHJCqA_400x400.jpg;world|journalism|journalist;southeast-asia;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus|fa-youtube;http://twitter.com/jredd66|https://facebook.com/james.reddick.35|https://linkedin.com/in/jamesreddick|https://plus.google.com/11822869521948952794/posts|http://youtube.com/user/jredd66;1;;;0;;;
tristan-redman;Tristan Redman;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/877784042/Twitter_400x400.jpg;world|journalism|journalist;africa|france;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/TristanAJE;1;;;0;;;
jason-reed;Jason Reed;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1649532787/Glidecamsmall_400x400.jpg;world|journalism|journalist;australia|new-zealand;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/jas_reed|https://au.linkedin.com/pub/jason-reed/63/296/b51;1;;;0;;;
sam-reeves;Sam Reeves;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000626295956/d05d9f19593247ccf48af32298dd44fe_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/SamReeves|https://facebook.com/sam.reeves.59|https://linkedin.com/in/sam-reeves-5141145;1;;;0;;;
andy-regal;Andy Regal;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2982687445/91fe1daabba4094d058998cd730a28c9_400x400.jpeg;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/Aregalmedia|https://linkedin.com/in/andy-regal-b71226;1;;;0;;;
eric-reguly;Eric Reguly;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/459678038624460800/tygKx5qL_400x400.jpeg;world|journalism|journalist;canada|italy;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/ereguly|https://linkedin.com/in/eric-reguly-57a6713;1;;;0;;;
wlliam-reilly;Wlliam Reilly;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
ben-reininga;Ben Reininga;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/647195929548861440/L7cW9XfQ_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus|fa-youtube|fa-foursquare;http://twitter.com/BenReininga|https://facebook.com/benreininga|https://linkedin.com/in/ben-reininga-ab32b64b|https://plus.google.com/u//111175455859851846295|https://youtube.com/user/benReininga14|https://foursquare.com/user/11936;1;;;0;;;
james-reinl;James Reinl;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/725699215326896129/NzJA4SUa_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/jamesreinl;1;;;0;;;
alex-renton-5;Alex Renton;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
nicolas-revise;Nicolas Revise;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/609039850654822400/Z6RdqsmV_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/NicolasRevise;1;;;0;;;
debora-rey;Debora Rey;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3194368706/357689d1a6a106fac1c6c70dd14553b9_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/debo_rey|http://ar.linkedin.com/pub/debora-rey-osella/82/521/449;1;;;0;;;
paul-rhys;Paul Rhys;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/184570/linkedinjpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus|fa-youtube;http://twitter.com/pjc_rhys|http://facebook.com/paulrhysVJ|https://linkedin.com/in/paulrhys|http://plus.google.com/15161797155137765|https://youtube.com/channel/UCz4gyEhRsfMQgldsmNU5BVw;1;;;0;;;
faine-richards;Faine Richards;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/559733813777924096/edkavS7L_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/frichardstv6;1;;;0;;;
victoria-richards;Victoria Richards;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/623604963520987136/flwGKR7d_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/nakedvix|https://linkedin.com/in/victoria-richards-45852118;1;;;0;;;
cristelle-richter;Cristelle Richter;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
don-riddell;Don Riddell;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000821076775/53ac7605cd1d862e6e6705c9d6bfdbe5_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-youtube;http://twitter.com/donriddellCNN|https://facebook.com/donriddellTV|https://linkedin.com/in/don-riddell-b92655|https://youtube.com/user/TheMongoose1;1;;;0;;;
