"sep=;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_name;post_title;post_status;post_content;post_excerpt;post_author;post_parent;post_date;comment_status;ping_status;post_image;ait-items;ait-locations;subtitle;featuredItem;headerImage;headerHeight;address;latitude;longitude;streetview;telephone;telephoneAdditional@number;email;showEmail;contactOwnerBtn;web;webLinkLabel;displayOpeningHours;openingHoursMonday;openingHoursTuesday;openingHoursWednesday;openingHoursThursday;openingHoursFriday;openingHoursSaturday;openingHoursSunday;openingHoursNote;displaySocialIcons;socialIconsOpenInNewWindow;socialIcons@icon;socialIcons@link;displayGallery;gallery@title;gallery@image;displayFeatures;features@icon;features@text;features@desc
richard-lloyd-parry;Richard Lloyd Parry;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2363104010/8o4ry78n6s6ynz5fj75n_400x400.jpeg;world|journalism|journalist;japan|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/dicklp|https://facebook.com/richardlp|https://jp.linkedin.com/pub/richard-lloyd-parry/1/9aa/83;1;;;0;;;
alexandra-locke;Alexandra Locke;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/576761406780882944/GT94wUUI_400x400.jpeg;world|journalism|journalist;metro-dc|united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/locke|http://linkedin.com/in/lockealexandra|https://flickr.com/people/lockiecharms;1;;;0;;;
emily-lodish;Emily Lodish;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1497071017/EmilyLodishpic_400x400.jpg;world|journalism|journalist;metro-boston;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/emilylodish|https://facebook.com/emily.lodish|https://linkedin.com/in/emily-lodish-51746;1;;;0;;;
nick-logan;Nick Logan;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1898877229/Nick-Twitter2_400x400.jpg;world|journalism|journalist;canada;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-youtube|fa-foursquare;http://twitter.com/nick_logan|https://linkedin.com/in/nicklogan|https://flickr.com/people/nickaroundtheworld|https://youtube.com/user/nickontherun|https://foursquare.com/user/8148887;1;;;0;;;
pietro-lombardi;Pietro Lombardi;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/1206662/pietro_lombardi.JPG.256x256_q100_crop-smart.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/PietroLombard1|https://linkedin.com/in/pietrolombardi/en;1;;;0;;;
george-lomsadze;George Lomsadze;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1575447422/Smokie_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/georgelomsadze;1;;;0;;;
andrew-london;Andrew London;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/493057672376090624/ViVXv5hX_400x400.jpeg;world|journalism|journalist;china;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/london_andrew|https://linkedin.com/in/andrew-london-ab7b8957;1;;;0;;;
dario-lopez;Dario Lopez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3325852797/e823b53b39baa9dc20eb5c04e4aeec62_400x400.jpeg;world|journalism|journalist;mexico;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/DarioLopezMills|https://linkedin.com/pub/dario-lopez-mills/5/a7b/871;1;;;0;;;
ezequiel-abiu-lopez;Ezequiel Abiu Lopez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3118070519/e14f37be0b1edfa8c900081ed063a2dd_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/Ezequiel_Abiu|https://facebook.com/ezequiel.abiu|https://linkedin.com/in/ezequielabiulopez;1;;;0;;;
philippe-lopez;Philippe Lopez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/646987164341825537/XtO4q8y4_400x400.jpg;world|journalism|journalist;china;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/philippe_lopez;1;;;0;;;
emilio-lopez-romero;Emilio Lopez Romero;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/585438427417567232/QB_10bDU_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/lopezromero;1;;;0;;;
emilio-lopez-romero-2;Emilio Lopez Romero;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
donatella-lorch;Donatella Lorch;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/430999662091182080/y0AOtC79_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/tangledjourneys|https://linkedin.com/in/donatella-lorch-1a3ab669;1;;;0;;;
richard-lough;Richard Lough;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1484803935/Nairobi-20110801-00049_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|;http://twitter.com/loughrichard|https://facebook.com/lough.richard;1;;;0;;;
paolo-lucariello;Paolo Lucariello;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;italy;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-linkedin;https://linkedin.com/in/paolo-lucariello-393743;1;;;0;;;
robin-lustig;Robin Lustig;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/573255785540501505/wxOhdJ6d_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/robinlustig|https://linkedin.com/in/robin-lustig-6732bb52;1;;;0;;;
erin-lyall;Erin Lyall;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/565480514568454144/63kwkU23_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-google-plus|fa-foursquare;http://twitter.com/ErinELyall|https://linkedin.com/pub/erin-lyall/1/171/791|https://plus.google.com/u//122836951588377786|https://foursquare.com/user/198628;1;;;0;;;
james-lynch-2;James Lynch;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2849843588/d3c0400e4dfce371a52b12498b13be4c_400x400.jpeg;world|journalism|journalist;united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-google-plus;http://twitter.com/JamesQ13Fox|https://linkedin.com/in/james-lynch-ii-88169314|https://plus.google.com/11997486117937/posts;1;;;0;;;
patrick-j-lyons;Patrick J. Lyons;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/476561257214910464/yL9gEkWB_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/patlyonsnyt;1;;;0;;;
richard-mably;Richard Mably;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/598841856261279744/9W8JWd5Y_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/richardmably|https://uk.linkedin.com/in/richard-mably-ba9817;1;;;0;;;
nevine-mabro;Nevine Mabro;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/513796541107417088/lCQ62KOR_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/NevMab|https://linkedin.com/pub/nevine-mabro/5/a4a/517;1;;;0;;;
david-mac-dougall;David Mac Dougall;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/675662161989910528/6ubA8c-2_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-youtube;http://twitter.com/davidmacdougall|https://linkedin.com/pub/david-mac-dougall/36/759/12|http://youtube.com/davidmacdougall;1;;;0;;;
diane-macedo;Diane Macedo;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/456463427704066048/Kdf2xGFd_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/dianermacedo|https://facebook.com/diane.macedo.7|https://linkedin.com/in/dianemacedo;1;;;0;;;
christina-macfarlane;Christina Macfarlane;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/77426/wimbles.jpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/chrissymacCNN|https://linkedin.com/pub/christina-macfarlane/3/8/17;1;;;0;;;
neil-macfarquhar;Neil MacFarquhar;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1248411601/neilheadshot2_400x400.JPG;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|;http://twitter.com/NeilMacFarquhar|https://facebook.com/neil.macfarquhar.3;1;;;0;;;
nick-macfie;Nick Macfie;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/650363686809239552/WJb98GJ6_400x400.jpg;world|journalism|journalist;singapore;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/NickMacfie|http://facebook.com/nick.macfie.1|https://linkedin.com/pub/nick-macfie/21/2b/57;1;;;0;;;
robert-mackey;Robert Mackey;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/703046075486183424/pCTxiUpG_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-youtube;http://twitter.com/RobertMackey|https://facebook.com/crosswalkministry|https://flickr.com/people/96385719@N8|https://youtube.com/user/crosswalkministry;1;;;0;;;
janis-mackey-frayer;Janis Mackey Frayer;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/732784188139536384/ZwRKmZj-_400x400.jpg;world|journalism|journalist;canada;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/janisfrayer|https://linkedin.com/pub/janis-mackey-frayer/8a/9b/618;1;;;0;;;
angus-mackinnon;Angus MacKinnon;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/432100041621110784/Etzak6B0_400x400.jpeg;world|journalism|journalist;italy;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/AngusM1966|https://facebook.com/tissysn|https://linkedin.com/in/tissy-northcote-56152bb7;1;;;0;;;
mark-mackinnon;Mark MacKinnon;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/640111469321850880/gv9pFCFJ_400x400.jpg;world|journalism|journalist;canada|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/markmackinnon|https://linkedin.com/in/markmackinnon;1;;;0;;;
stephanie-maclellan;Stephanie MacLellan;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/464518750734008320/BOml_Qu4_400x400.jpeg;world|journalism|journalist;canada;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/smaclellan|https://linkedin.com/profile/view?id=176945741&trk=nav_responsive_tab_profile;1;;;0;;;
penelope-macrae;Penelope MacRae;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/746112740603887616/DBBZ0Szc_400x400.jpg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/penmacrae|https://linkedin.com/pub/penelope-macrae/11/624/b;1;;;0;;;
abhishek-madhukar;Abhishek Madhukar;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/1334072/hhdl-n-me-with-horns.jpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/a_madhukar|https://linkedin.com/in/abhishek-madhukar-42a481a;1;;;0;;;
pradeep-magar;Pradeep Magar;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
mary-kay-magistad;Mary Kay Magistad;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1251237950/MagistadPhoto_400x400.jpg;world|journalism|journalist;china;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/MaryKayMagistad;1;;;0;;;
natasha-maguder;Natasha Maguder;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/540512815552159744/T-MV2l3j_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/NatashaCNN;1;;;0;;;
krista-mahr;Krista Mahr;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000605369760/8e48fa976841fce6527014aaed14b99d_400x400.jpeg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-google-plus;http://twitter.com/kristamahr|https://linkedin.com/in/kristamahr|https://plus.google.com/11421489735819419584/posts;1;;;0;;;
rickin-majithia;Rickin Majithia;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3744666780/87200f43911bf5564d1edc497c3873a6_400x400.jpeg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|fa-google-plus|fa-youtube|fa-instragram;http://twitter.com/rick_maj|http://linkedin.com/pub/rickin-majithia/11/425/49|https://plus.google.com/u//11569875321873255736/posts|https://youtube.com/user/rickin|https://instagram.com/rickmaj/;1;;;0;;;
sanjoy-majumder;Sanjoy Majumder;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/730005936161574912/Vuzqvcl5_400x400.jpg;world|journalism|journalist;india|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/BBCSanjoyM|https://facebook.com/sanjoy.majumder.967|https://linkedin.com/in/sanjoy-majumder-2b66128;1;;;0;;;
julie-makinen;Julie Makinen;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000746119227/1afa685c68b3c71673d27d1e011afc77_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/JulieMakLAT|https://linkedin.com/in/julie-makinen-91595a3;1;;;0;;;
alexandra-r-makino;Alexandra R Makino;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
jonathan-malat;Jonathan Malat;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/494248897284288513/QUxMKS8t_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/jonathanmalat|https://linkedin.com/pub/jonathan-malat/18/533/b25;1;;;0;;;
daniel-malloy-2;Daniel Malloy;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/736430319461498881/Mm6pKyI2_400x400.jpg;world|journalism|journalist;southeast-asia;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/DanielPMalloy|https://linkedin.com/in/danielpmalloy;1;;;0;;;
sebastien-malo;Sebastien Malo;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/626950982908260352/bThY83hn_400x400.jpg;world|journalism|journalist;metro-new-york;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin;http://twitter.com/SebastienMalo|https://linkedin.com/in/sebastienmalo;1;;;0;;;
laura-mannering;Laura Mannering;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://a0.twimg.com/profile_images/1374124193/wotprofilepicorig_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/World_Out_There|https://facebook.com/laura.mannering.1|https://linkedin.com/in/laura-mannering-9749b644;1;;;0;;;
nico-maounis;Nico Maounis;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3328072053/f6c5917e8de5f28447a9b1d55d9dc96b_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/nicomaounis;1;;;0;;;
nico-maounis-2;Nico Maounis;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
aleem-maqbool;Aleem Maqbool;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/721919072498237440/R1IAVIKm_400x400.jpg;world|journalism|journalist;metro-dc|united-states|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/AleemMaqbool;1;;;0;;;
rafiq-maqbool;Rafiq Maqbool;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2373686182/image_400x400.jpg;world|journalism|journalist;india;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/rafiqmaqbool;1;;;0;;;
monica-mark;Monica Mark;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000543822087/35c0e1c6f4ab0ae81870e47c327e6a02_400x400.jpeg;world|journalism|journalist;africa;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/nickswicks|https://linkedin.com/pub/monica-mark/6a/891/67a;1;;;0;;;
benjamin-marks;Benjamin Marks;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
miguel-marquez;Miguel Marquez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/732612417750982656/-M4zX7ch_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/miguelmarquez|https://facebook.com/miguelmarquez|https://linkedin.com/in/miguel-marquez-7366166;1;;;0;;;
alphonso-van-marsh;Alphonso Van Marsh;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/426674/avmcbsminisizejpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;middle-east|united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|;http://twitter.com/AlphonsoVM|http://facebook.com/alphonsovan.marshmedia|http://uk.linkedin.com/in/alphonsovanmarsh/en;1;;;0;;;
andy-marsh;Andy Marsh;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/1629439191/image_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/andymsky;1;;;0;;;
joe-marsh;Joe Marsh;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
andrew-marshall;Andrew Marshall;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/570936535105540096/hSt4ENk2_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/Journotopia|https://linkedin.com/in/andrewrcmarshall;1;;;0;;;
tim-marshall;Tim Marshall;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/770994482930151426/DRycb9WN_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/Itwitius;1;;;0;;;
peter-martell;Peter Martell;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/758319495941332992/-QsDwrPD_400x400.jpg;world|journalism|journalist;africa;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/petermartell;1;;;0;;;
maria-luisa-martinez;Maria Luisa Martinez;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/2258166555/FOTO_PARA_UNIVISION_1_400x400.jpg;world|journalism|journalist;united-states;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/mluisamartinez;1;;;0;;;
maria-antonia-martinez-de-fuentes;Maria Antonia Martinez de Fuentes;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
adla-massoud;Adla Massoud;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/378800000300826520/5ce60dd21c2f4fd1efb1d9af0650ba41_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/Adlamassoud;1;;;0;;;
sam-masters;Sam Masters;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/708937412060299264/eyloXTUc_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|;http://twitter.com/_SamMasters;1;;;0;;;
michael-matza;Michael Matza;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/3153309184/a7f69a1187297adc4bae274790f8a282_400x400.jpeg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter;http://twitter.com/MichaelMatza1;1;;;0;;;
mitchell-may-2;Mitchell May;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/497496262829015040/wO6FoGnz_400x400.jpeg;world|journalism|journalist;united-states|united-states-regional;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|fa-linkedin|fa-google-plus;http://twitter.com/MitchellMay755|https://facebook.com/mitchell.may.54?fref=pymk|https://linkedin.com/in/mitchell-may-122118|https://plus.google.com/192248469495862958/posts;1;;;0;;;
kate-mayberry;Kate Mayberry;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://s3.amazonaws.com/media.muckrack.com/profile/images/1301882/img_4897.jpg.256x256_q100_crop-smart.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/kate_mayberry|https://my.linkedin.com/in/mayberrykate;1;;;0;;;
catherine-mayer;Catherine Mayer;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/728478021234008064/WUbob7gc_400x400.jpg;world|journalism|journalist;united-kingdom;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-facebook|;http://twitter.com/catherine_mayer|https://facebook.com/HenryHoltandCompany/posts/115289352884553?fref=nf&pnref=story|http://flickr.com/people/28655819@N7;1;;;0;;;
maram-mazen;Maram Mazen;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/562324541116911616/F8W3kY2m_400x400.jpeg;world|journalism|journalist;africa|egypt;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/MaramMazen|https://linkedin.com/pub/maram-mazen/67/a69/188;1;;;0;;;
tessa-mccann;Tessa McCann;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://pbs.twimg.com/profile_images/634363981013086208/zaGc1GZa_400x400.jpg;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;fa-twitter|fa-linkedin|;http://twitter.com/TessaMcCann|http://uk.linkedin.com/pub/tessa-mccann/32/5b7/b52;1;;;0;;;
grainne-mccarthy;Grainne McCarthy;publish;;;1;0;2016-09-13 08:00:00;closed;closed;https://www.gravatar.com/avatar/?d=mm&s=256;world|journalism|journalist;;;0;;;;1;1;0;;;;0;1;;;0;;;;;;;;;1;1;;;1;;;0;;;
